vartotojo_id,sesijos_id,data,wpm,tikslumas,klaidos,trukme_sekundemis,sudetingumas
17,12,2025-01-13,51.1,83.96,3,60,lengvas
17,13,2025-01-14,53.49,85.77,2,60,sunkus
17,14,2025-01-15,52.51,84.7,3,60,sunkus
17,15,2025-01-16,41.6,87.17,4,60,vidutinis
17,16,2025-01-17,58.71,87.4,3,60,sunkus
17,17,2025-01-18,48.66,87.79,3,60,lengvas
17,18,2025-01-19,50.58,91.12,1,60,lengvas
17,19,2025-01-20,56.44,83.09,5,60,sunkus
17,20,2025-01-21,57.82,87.34,2,60,sunkus
17,21,2025-01-22,49.57,88.93,4,60,sunkus
17,22,2025-01-23,46.53,87.72,4,60,vidutinis
17,23,2025-01-24,50.56,85.58,2,60,lengvas
17,24,2025-01-25,45.55,88.4,4,60,sunkus
17,25,2025-01-26,51.61,91.55,3,60,sunkus
17,26,2025-01-27,52.29,88.1,3,60,lengvas
17,27,2025-01-28,47.92,89.26,3,60,vidutinis
17,28,2025-01-29,54.0,91.1,3,60,lengvas
17,29,2025-01-30,57.97,87.48,2,60,vidutinis
17,30,2025-01-31,52.38,86.79,4,60,sunkus
18,1,2025-01-02,48.27,87.55,2,60,lengvas
18,2,2025-01-03,60.84,83.29,3,60,vidutinis
18,3,2025-01-04,50.07,91.47,3,60,lengvas
18,4,2025-01-05,47.92,87.27,3,60,lengvas
18,5,2025-01-06,45.34,87.99,4,60,sunkus
18,6,2025-01-07,45.38,88.42,2,60,sunkus
18,7,2025-01-08,55.02,85.63,2,60,lengvas
18,8,2025-01-09,47.17,87.06,2,60,vidutinis
18,9,2025-01-10,50.9,87.55,2,60,lengvas
18,10,2025-01-11,45.05,87.03,3,60,sunkus
18,11,2025-01-12,48.87,86.97,3,60,lengvas
18,12,2025-01-13,44.83,88.93,2,60,sunkus
18,13,2025-01-14,41.87,87.4,2,60,vidutinis
18,14,2025-01-15,41.13,92.03,1,60,lengvas
18,15,2025-01-16,60.02,86.95,2,60,lengvas
18,16,2025-01-17,54.66,86.86,2,60,lengvas
18,17,2025-01-18,42.2,89.72,2,60,lengvas
18,18,2025-01-19,57.53,88.95,4,60,lengvas
18,19,2025-01-20,46.71,88.3,4,60,lengvas
18,20,2025-01-21,54.71,86.4,4,60,vidutinis
18,21,2025-01-22,50.41,85.31,3,60,vidutinis
18,22,2025-01-23,49.58,90.71,1,60,vidutinis
18,23,2025-01-24,51.31,88.23,2,60,lengvas
18,24,2025-01-25,48.19,89.47,2,60,lengvas
18,25,2025-01-26,50.39,84.55,5,60,sunkus
18,26,2025-01-27,52.44,87.23,3,60,sunkus
18,27,2025-01-28,59.09,87.09,4,60,vidutinis
18,28,2025-01-29,60.06,83.3,3,60,lengvas
18,29,2025-01-30,45.41,89.4,4,60,vidutinis
18,30,2025-01-31,50.23,87.61,2,60,lengvas
19,1,2025-01-02,33.2,94.29,2,60,lengvas
19,2,2025-01-03,19.24,95.76,2,60,vidutinis
19,3,2025-01-04,36.07,88.38,4,60,lengvas
19,4,2025-01-05,29.45,92.43,1,60,vidutinis
19,5,2025-01-06,22.93,94.18,2,60,vidutinis
19,6,2025-01-07,45.18,89.85,4,60,sunkus
19,7,2025-01-08,30.67,90.54,1,60,sunkus
19,8,2025-01-09,29.24,90.01,2,60,sunkus
19,9,2025-01-10,30.08,92.33,1,60,vidutinis
19,10,2025-01-11,30.66,90.95,1,60,vidutinis
19,11,2025-01-12,36.32,89.49,3,60,sunkus
19,12,2025-01-13,27.03,95.34,2,60,vidutinis
19,13,2025-01-14,24.72,97.2,1,60,lengvas
19,14,2025-01-15,28.44,94.13,3,60,vidutinis
19,15,2025-01-16,36.53,89.42,4,60,sunkus
19,16,2025-01-17,37.38,89.44,3,60,vidutinis
19,17,2025-01-18,38.64,90.57,2,60,lengvas
19,18,2025-01-19,37.16,89.03,4,60,vidutinis
19,19,2025-01-20,37.36,88.84,2,60,lengvas
19,20,2025-01-21,35.42,90.29,1,60,sunkus
19,21,2025-01-22,39.64,89.43,4,60,sunkus
19,22,2025-01-23,28.53,95.29,0,60,lengvas
19,23,2025-01-24,38.23,93.34,3,60,lengvas
19,24,2025-01-25,34.66,90.66,1,60,vidutinis
19,25,2025-01-26,35.99,90.92,1,60,sunkus
19,26,2025-01-27,40.76,87.35,4,60,vidutinis
19,27,2025-01-28,36.67,91.41,1,60,sunkus
19,28,2025-01-29,34.26,92.7,3,60,lengvas
19,29,2025-01-30,36.53,87.83,4,60,lengvas
19,30,2025-01-31,40.92,93.36,1,60,lengvas
20,1,2025-01-02,44.81,85.18,2,60,sunkus
20,2,2025-01-03,36.96,87.39,3,60,vidutinis
20,3,2025-01-04,56.31,87.66,4,60,lengvas
20,4,2025-01-05,48.48,88.43,3,60,lengvas
20,5,2025-01-06,40.39,88.97,2,60,sunkus
20,6,2025-01-07,53.86,85.15,4,60,sunkus
20,7,2025-01-08,41.06,87.63,2,60,vidutinis
20,8,2025-01-09,53.45,91.81,3,60,lengvas
20,9,2025-01-10,49.44,87.68,3,60,sunkus
20,10,2025-01-11,43.83,88.72,4,60,lengvas
20,11,2025-01-12,53.72,90.92,3,60,lengvas
20,12,2025-01-13,56.15,86.12,2,60,lengvas
20,13,2025-01-14,52.68,86.41,3,60,lengvas
20,14,2025-01-15,49.56,86.54,2,60,sunkus
20,15,2025-01-16,45.51,89.49,4,60,sunkus
20,16,2025-01-17,46.77,87.58,2,60,vidutinis
20,17,2025-01-18,53.24,89.87,2,60,vidutinis
20,18,2025-01-19,57.07,86.12,3,60,vidutinis
20,19,2025-01-20,43.2,90.44,1,60,sunkus
20,20,2025-01-21,52.95,89.91,3,60,vidutinis
20,21,2025-01-22,55.53,87.68,2,60,vidutinis
20,22,2025-01-23,48.85,86.43,3,60,sunkus
20,23,2025-01-24,54.65,87.8,3,60,lengvas
20,24,2025-01-25,47.67,88.73,4,60,vidutinis
20,25,2025-01-26,56.83,89.01,4,60,lengvas
20,26,2025-01-27,55.23,87.3,2,60,vidutinis
20,27,2025-01-28,57.32,83.29,3,60,lengvas
20,28,2025-01-29,52.13,88.16,2,60,vidutinis
20,29,2025-01-30,49.34,87.38,3,60,vidutinis
20,30,2025-01-31,62.36,82.16,3,60,lengvas
21,1,2025-01-02,29.54,90.37,3,60,vidutinis
21,2,2025-01-03,37.44,88.13,2,60,vidutinis
21,3,2025-01-04,31.8,89.62,2,60,vidutinis
21,4,2025-01-05,33.93,89.85,2,60,sunkus
21,5,2025-01-06,30.8,93.36,1,60,vidutinis
21,6,2025-01-07,37.69,89.91,3,60,vidutinis
21,7,2025-01-08,30.31,90.06,3,60,sunkus
21,8,2025-01-09,33.42,91.9,3,60,lengvas
21,9,2025-01-10,38.05,91.41,1,60,vidutinis
21,10,2025-01-11,29.03,96.68,2,60,vidutinis
21,11,2025-01-12,35.06,88.53,2,60,lengvas
21,12,2025-01-13,25.65,93.28,1,60,lengvas
21,13,2025-01-14,35.54,92.34,3,60,lengvas
21,14,2025-01-15,42.6,91.68,3,60,vidutinis
21,15,2025-01-16,34.2,91.81,1,60,lengvas
21,16,2025-01-17,34.1,90.99,2,60,lengvas
21,17,2025-01-18,33.02,94.16,1,60,vidutinis
21,18,2025-01-19,33.79,95.34,2,60,lengvas
21,19,2025-01-20,27.53,92.46,1,60,vidutinis
21,20,2025-01-21,38.34,92.02,3,60,vidutinis
21,21,2025-01-22,35.74,91.37,2,60,vidutinis
21,22,2025-01-23,39.62,87.45,2,60,lengvas
21,23,2025-01-24,36.69,93.52,2,60,lengvas
21,24,2025-01-25,37.06,91.72,3,60,lengvas
21,25,2025-01-26,38.67,88.33,3,60,lengvas
21,26,2025-01-27,33.08,93.04,1,60,vidutinis
21,27,2025-01-28,35.35,89.77,4,60,sunkus
21,28,2025-01-29,43.88,88.41,3,60,vidutinis
21,29,2025-01-30,42.02,90.06,2,60,vidutinis
21,30,2025-01-31,38.5,92.08,3,60,vidutinis
22,1,2025-01-02,42.44,91.13,2,60,sunkus
22,2,2025-01-03,46.5,85.94,4,60,vidutinis
22,3,2025-01-04,55.21,85.62,4,60,lengvas
22,4,2025-01-05,53.45,87.0,3,60,sunkus
22,5,2025-01-06,60.33,86.04,2,60,vidutinis
22,6,2025-01-07,51.82,89.86,2,60,vidutinis
22,7,2025-01-08,51.55,88.52,3,60,vidutinis
22,8,2025-01-09,50.29,86.37,4,60,vidutinis
22,9,2025-01-10,56.63,84.75,3,60,lengvas
22,10,2025-01-11,51.82,85.14,2,60,lengvas
22,11,2025-01-12,54.01,87.98,4,60,vidutinis
22,12,2025-01-13,54.27,86.1,3,60,sunkus
22,13,2025-01-14,52.35,91.73,1,60,sunkus
22,14,2025-01-15,50.7,88.12,2,60,sunkus
22,15,2025-01-16,52.15,85.4,4,60,lengvas
22,16,2025-01-17,54.31,87.38,2,60,sunkus
22,17,2025-01-18,54.87,88.78,2,60,sunkus
22,18,2025-01-19,53.67,85.27,4,60,sunkus
22,19,2025-01-20,60.6,87.67,2,60,vidutinis
22,20,2025-01-21,51.28,90.38,1,60,vidutinis
22,21,2025-01-22,47.34,86.61,4,60,lengvas
22,22,2025-01-23,51.79,90.93,3,60,vidutinis
22,23,2025-01-24,45.86,87.92,3,60,lengvas
22,24,2025-01-25,49.0,85.58,4,60,vidutinis
22,25,2025-01-26,59.74,84.89,4,60,vidutinis
22,26,2025-01-27,47.67,86.87,3,60,sunkus
22,27,2025-01-28,46.12,91.71,1,60,vidutinis
22,28,2025-01-29,56.42,88.56,2,60,vidutinis
22,29,2025-01-30,57.25,88.66,2,60,vidutinis
22,30,2025-01-31,54.57,87.5,2,60,vidutinis
23,1,2025-01-02,48.23,88.54,4,60,vidutinis
23,2,2025-01-03,46.72,90.64,2,60,lengvas
23,3,2025-01-04,46.98,87.47,2,60,vidutinis
23,4,2025-01-05,51.76,85.13,4,60,lengvas
23,5,2025-01-06,58.46,86.05,2,60,lengvas
23,6,2025-01-07,50.23,88.64,4,60,vidutinis
23,7,2025-01-08,55.02,88.1,4,60,lengvas
23,8,2025-01-09,47.7,87.39,3,60,lengvas
23,9,2025-01-10,49.28,86.15,4,60,sunkus
23,10,2025-01-11,50.3,86.82,3,60,vidutinis
23,11,2025-01-12,49.69,90.04,1,60,sunkus
23,12,2025-01-13,48.97,88.95,3,60,sunkus
23,13,2025-01-14,44.63,88.91,2,60,sunkus
23,14,2025-01-15,52.76,87.62,3,60,lengvas
23,15,2025-01-16,52.48,87.1,2,60,vidutinis
23,16,2025-01-17,55.77,89.61,4,60,sunkus
23,17,2025-01-18,46.82,86.31,3,60,sunkus
23,18,2025-01-19,55.46,89.22,3,60,vidutinis
23,19,2025-01-20,54.47,87.02,2,60,sunkus
23,20,2025-01-21,52.09,86.58,4,60,lengvas
23,21,2025-01-22,58.68,87.71,3,60,sunkus
23,22,2025-01-23,52.71,88.07,3,60,sunkus
23,23,2025-01-24,50.4,89.53,4,60,lengvas
23,24,2025-01-25,49.5,87.91,2,60,sunkus
23,25,2025-01-26,48.82,89.55,3,60,sunkus
23,26,2025-01-27,51.5,87.68,4,60,sunkus
23,27,2025-01-28,45.61,83.5,4,60,vidutinis
23,28,2025-01-29,50.03,90.07,2,60,vidutinis
23,29,2025-01-30,41.74,87.43,3,60,vidutinis
23,30,2025-01-31,62.33,86.69,3,60,lengvas
24,1,2025-01-02,42.7,90.15,1,60,lengvas
24,2,2025-01-03,52.18,87.87,2,60,sunkus
24,3,2025-01-04,49.6,86.93,2,60,lengvas
24,4,2025-01-05,48.74,91.91,1,60,vidutinis
24,5,2025-01-06,51.09,87.91,2,60,sunkus
24,6,2025-01-07,49.45,88.03,3,60,vidutinis
24,7,2025-01-08,43.16,91.84,3,60,vidutinis
24,8,2025-01-09,46.0,87.43,2,60,sunkus
24,9,2025-01-10,46.75,88.68,2,60,vidutinis
24,10,2025-01-11,45.91,85.35,2,60,lengvas
24,11,2025-01-12,50.64,90.45,2,60,lengvas
24,12,2025-01-13,53.67,86.82,4,60,sunkus
24,13,2025-01-14,58.06,81.93,3,60,sunkus
24,14,2025-01-15,49.25,87.23,2,60,vidutinis
24,15,2025-01-16,52.8,83.45,4,60,vidutinis
24,16,2025-01-17,61.49,83.0,5,60,lengvas
24,17,2025-01-18,51.85,83.0,3,60,vidutinis
24,18,2025-01-19,47.5,91.44,2,60,sunkus
24,19,2025-01-20,51.72,87.21,3,60,vidutinis
24,20,2025-01-21,54.36,84.9,5,60,sunkus
24,21,2025-01-22,45.86,89.2,3,60,vidutinis
24,22,2025-01-23,46.33,86.82,2,60,sunkus
24,23,2025-01-24,54.85,85.8,4,60,lengvas
24,24,2025-01-25,43.81,90.38,3,60,vidutinis
24,25,2025-01-26,53.95,86.25,2,60,sunkus
24,26,2025-01-27,65.1,85.33,4,60,vidutinis
24,27,2025-01-28,50.82,87.05,4,60,sunkus
24,28,2025-01-29,52.94,82.57,5,60,lengvas
24,29,2025-01-30,48.72,90.7,2,60,lengvas
24,30,2025-01-31,55.96,87.42,3,60,lengvas
25,1,2025-01-02,41.52,87.27,4,60,sunkus
25,2,2025-01-03,52.73,86.4,4,60,lengvas
25,3,2025-01-04,51.55,87.71,4,60,vidutinis
25,4,2025-01-05,62.52,88.28,4,60,sunkus
25,5,2025-01-06,47.07,84.3,4,60,sunkus
25,6,2025-01-07,47.2,88.22,4,60,lengvas
25,7,2025-01-08,57.06,88.01,4,60,sunkus
25,8,2025-01-09,46.27,85.35,2,60,sunkus
25,9,2025-01-10,57.96,86.58,3,60,sunkus
25,10,2025-01-11,52.43,90.27,3,60,vidutinis
25,11,2025-01-12,50.76,86.34,4,60,vidutinis
25,12,2025-01-13,58.26,80.66,4,60,sunkus
25,13,2025-01-14,60.09,85.62,3,60,sunkus
25,14,2025-01-15,47.18,91.14,2,60,sunkus
25,15,2025-01-16,47.76,88.45,4,60,vidutinis
25,16,2025-01-17,63.73,84.9,4,60,vidutinis
25,17,2025-01-18,56.77,86.89,4,60,lengvas
25,18,2025-01-19,52.64,87.41,2,60,lengvas
25,19,2025-01-20,52.7,85.5,3,60,lengvas
25,20,2025-01-21,51.27,87.38,3,60,sunkus
25,21,2025-01-22,47.39,88.01,3,60,lengvas
25,22,2025-01-23,53.65,87.67,4,60,sunkus
25,23,2025-01-24,59.84,87.46,3,60,lengvas
25,24,2025-01-25,57.82,82.58,3,60,vidutinis
25,25,2025-01-26,57.24,88.37,3,60,sunkus
25,26,2025-01-27,49.81,86.01,4,60,vidutinis
25,27,2025-01-28,61.75,87.23,3,60,sunkus
25,28,2025-01-29,54.63,85.76,3,60,lengvas
25,29,2025-01-30,56.54,88.83,3,60,sunkus
25,30,2025-01-31,49.57,87.12,4,60,sunkus
26,1,2025-01-02,23.38,94.34,2,60,lengvas
26,2,2025-01-03,36.84,91.53,3,60,lengvas
26,3,2025-01-04,30.72,89.97,2,60,vidutinis
26,4,2025-01-05,36.44,87.7,4,60,vidutinis
26,5,2025-01-06,37.64,91.91,2,60,vidutinis
26,6,2025-01-07,34.99,89.38,2,60,lengvas
26,7,2025-01-08,36.99,90.34,3,60,lengvas
26,8,2025-01-09,35.64,88.39,4,60,vidutinis
26,9,2025-01-10,36.49,87.18,3,60,vidutinis
26,10,2025-01-11,32.24,90.55,3,60,sunkus
26,11,2025-01-12,30.54,91.1,3,60,lengvas
26,12,2025-01-13,28.66,90.09,3,60,vidutinis
26,13,2025-01-14,29.28,90.98,2,60,lengvas
26,14,2025-01-15,35.4,88.8,4,60,lengvas
26,15,2025-01-16,30.15,90.34,1,60,lengvas
26,16,2025-01-17,39.33,90.28,3,60,lengvas
26,17,2025-01-18,35.62,90.78,2,60,sunkus
26,18,2025-01-19,31.07,98.4,0,60,vidutinis
26,19,2025-01-20,35.81,93.95,2,60,vidutinis
26,20,2025-01-21,38.95,87.67,2,60,sunkus
26,21,2025-01-22,34.89,90.33,1,60,vidutinis
26,22,2025-01-23,28.96,93.96,1,60,sunkus
26,23,2025-01-24,34.92,91.39,1,60,lengvas
26,24,2025-01-25,43.75,84.96,3,60,vidutinis
26,25,2025-01-26,34.02,91.25,2,60,vidutinis
26,26,2025-01-27,42.22,87.85,3,60,sunkus
26,27,2025-01-28,38.41,88.23,4,60,vidutinis
26,28,2025-01-29,33.53,95.21,1,60,sunkus
26,29,2025-01-30,36.9,91.39,1,60,lengvas
26,30,2025-01-31,40.16,91.83,3,60,sunkus
27,1,2025-01-02,40.69,89.25,3,60,sunkus
27,2,2025-01-03,40.68,92.24,3,60,vidutinis
27,3,2025-01-04,46.52,89.01,2,60,lengvas
27,4,2025-01-05,48.01,81.99,5,60,lengvas
27,5,2025-01-06,36.72,87.46,4,60,lengvas
27,6,2025-01-07,40.62,88.22,3,60,sunkus
27,7,2025-01-08,47.96,91.24,3,60,sunkus
27,8,2025-01-09,46.39,88.83,4,60,sunkus
27,9,2025-01-10,49.31,87.81,4,60,lengvas
27,10,2025-01-11,49.38,87.07,3,60,lengvas
27,11,2025-01-12,39.74,86.21,3,60,vidutinis
27,12,2025-01-13,41.71,86.88,4,60,lengvas
27,13,2025-01-14,39.41,91.01,1,60,vidutinis
27,14,2025-01-15,37.85,95.57,2,60,lengvas
27,15,2025-01-16,46.3,87.63,4,60,sunkus
27,16,2025-01-17,40.45,92.45,1,60,lengvas
27,17,2025-01-18,53.08,87.3,2,60,vidutinis
27,18,2025-01-19,48.96,89.94,4,60,vidutinis
27,19,2025-01-20,47.06,84.3,5,60,lengvas
27,20,2025-01-21,43.56,89.62,3,60,vidutinis
27,21,2025-01-22,61.42,84.02,5,60,lengvas
27,22,2025-01-23,49.44,89.12,3,60,vidutinis
27,23,2025-01-24,54.61,87.24,2,60,sunkus
27,24,2025-01-25,47.69,89.09,4,60,sunkus
27,25,2025-01-26,54.35,87.83,3,60,lengvas
27,26,2025-01-27,51.63,84.99,4,60,vidutinis
27,27,2025-01-28,44.67,90.29,2,60,vidutinis
27,28,2025-01-29,46.52,91.84,1,60,vidutinis
27,29,2025-01-30,47.74,91.26,3,60,vidutinis
27,30,2025-01-31,53.79,88.13,2,60,vidutinis
28,1,2025-01-02,43.2,90.22,2,60,lengvas
28,2,2025-01-03,46.95,89.71,4,60,sunkus
28,3,2025-01-04,45.74,86.34,2,60,sunkus
28,4,2025-01-05,40.42,90.34,1,60,vidutinis
28,5,2025-01-06,43.58,88.72,3,60,lengvas
28,6,2025-01-07,44.88,85.67,3,60,sunkus
28,7,2025-01-08,35.88,91.97,1,60,vidutinis
28,8,2025-01-09,48.89,88.86,4,60,sunkus
28,9,2025-01-10,48.41,89.6,3,60,lengvas
28,10,2025-01-11,51.41,85.9,4,60,vidutinis
28,11,2025-01-12,54.69,88.28,3,60,vidutinis
28,12,2025-01-13,47.02,89.97,4,60,sunkus
28,13,2025-01-14,55.43,87.45,4,60,sunkus
28,14,2025-01-15,41.01,88.68,2,60,lengvas
28,15,2025-01-16,50.07,87.68,4,60,sunkus
28,16,2025-01-17,49.1,88.39,2,60,lengvas
28,17,2025-01-18,58.28,87.81,2,60,sunkus
28,18,2025-01-19,52.57,84.44,3,60,lengvas
28,19,2025-01-20,52.18,89.51,4,60,lengvas
28,20,2025-01-21,52.04,85.02,2,60,lengvas
28,21,2025-01-22,45.8,83.32,4,60,sunkus
28,22,2025-01-23,47.82,89.9,3,60,vidutinis
28,23,2025-01-24,48.71,86.96,4,60,sunkus
28,24,2025-01-25,43.6,87.79,2,60,vidutinis
28,25,2025-01-26,49.08,85.07,4,60,sunkus
28,26,2025-01-27,51.34,85.84,2,60,sunkus
28,27,2025-01-28,50.41,88.87,3,60,lengvas
28,28,2025-01-29,54.22,86.98,2,60,lengvas
28,29,2025-01-30,48.75,91.08,2,60,sunkus
28,30,2025-01-31,54.82,85.92,3,60,lengvas
29,1,2025-01-02,50.59,86.3,3,60,vidutinis
29,2,2025-01-03,41.85,90.06,2,60,lengvas
29,3,2025-01-04,34.04,90.95,2,60,sunkus
29,4,2025-01-05,46.28,89.42,3,60,lengvas
29,5,2025-01-06,47.93,89.0,4,60,sunkus
29,6,2025-01-07,45.55,91.53,2,60,vidutinis
29,7,2025-01-08,40.05,86.88,4,60,lengvas
29,8,2025-01-09,49.09,88.77,4,60,sunkus
29,9,2025-01-10,50.31,85.63,3,60,vidutinis
29,10,2025-01-11,43.3,89.53,4,60,sunkus
29,11,2025-01-12,52.25,87.55,3,60,sunkus
29,12,2025-01-13,50.77,86.94,4,60,vidutinis
29,13,2025-01-14,45.53,86.34,3,60,lengvas
29,14,2025-01-15,47.8,87.11,3,60,lengvas
29,15,2025-01-16,48.22,90.21,1,60,sunkus
29,16,2025-01-17,53.16,87.38,3,60,lengvas
29,17,2025-01-18,54.58,87.07,4,60,vidutinis
29,18,2025-01-19,45.91,87.27,3,60,lengvas
29,19,2025-01-20,38.21,89.47,4,60,vidutinis
29,20,2025-01-21,40.08,87.57,3,60,sunkus
29,21,2025-01-22,49.44,85.93,3,60,sunkus
29,22,2025-01-23,54.04,91.85,1,60,lengvas
29,23,2025-01-24,51.98,85.5,2,60,vidutinis
29,24,2025-01-25,55.05,88.53,4,60,lengvas
29,25,2025-01-26,50.38,87.26,3,60,sunkus
29,26,2025-01-27,47.15,90.68,3,60,vidutinis
29,27,2025-01-28,52.51,87.74,4,60,lengvas
29,28,2025-01-29,48.16,89.37,2,60,sunkus
29,29,2025-01-30,46.68,89.51,2,60,lengvas
29,30,2025-01-31,45.6,86.89,4,60,vidutinis
30,1,2025-01-02,31.58,93.13,1,60,vidutinis
30,2,2025-01-03,43.33,89.1,3,60,sunkus
30,3,2025-01-04,39.97,92.31,1,60,lengvas
30,4,2025-01-05,28.14,92.52,3,60,sunkus
30,5,2025-01-06,31.26,93.46,3,60,sunkus
30,6,2025-01-07,38.23,89.55,3,60,vidutinis
30,7,2025-01-08,36.9,90.93,3,60,vidutinis
30,8,2025-01-09,35.41,88.31,3,60,sunkus
30,9,2025-01-10,32.31,89.52,4,60,sunkus
30,10,2025-01-11,39.37,88.61,2,60,sunkus
30,11,2025-01-12,39.78,89.92,3,60,sunkus
30,12,2025-01-13,28.63,93.3,3,60,sunkus
30,13,2025-01-14,49.32,88.81,3,60,lengvas
30,14,2025-01-15,36.42,88.32,3,60,vidutinis
30,15,2025-01-16,44.81,90.91,3,60,lengvas
30,16,2025-01-17,35.46,91.32,2,60,sunkus
30,17,2025-01-18,41.67,92.17,1,60,lengvas
30,18,2025-01-19,41.81,86.4,2,60,sunkus
30,19,2025-01-20,31.37,92.56,1,60,sunkus
30,20,2025-01-21,37.64,88.35,3,60,sunkus
30,21,2025-01-22,43.93,88.15,4,60,sunkus
30,22,2025-01-23,42.88,90.21,1,60,sunkus
30,23,2025-01-24,39.53,90.89,2,60,lengvas
30,24,2025-01-25,44.41,91.33,2,60,sunkus
30,25,2025-01-26,45.73,89.66,2,60,lengvas
30,26,2025-01-27,42.62,93.02,1,60,lengvas
30,27,2025-01-28,45.3,88.79,2,60,lengvas
30,28,2025-01-29,40.75,85.97,2,60,vidutinis
30,29,2025-01-30,39.16,86.82,2,60,lengvas
30,30,2025-01-31,37.67,93.27,1,60,sunkus
31,1,2025-01-02,11.52,96.09,1,60,sunkus
31,2,2025-01-03,25.78,94.22,2,60,lengvas
31,3,2025-01-04,26.69,91.46,3,60,vidutinis
31,4,2025-01-05,22.83,93.94,3,60,vidutinis
31,5,2025-01-06,24.95,95.66,2,60,vidutinis
31,6,2025-01-07,26.9,92.79,2,60,lengvas
31,7,2025-01-08,27.7,94.27,1,60,lengvas
31,8,2025-01-09,24.35,92.71,1,60,vidutinis
31,9,2025-01-10,20.91,96.52,2,60,sunkus
31,10,2025-01-11,29.23,91.73,2,60,sunkus
31,11,2025-01-12,27.69,95.15,2,60,vidutinis
31,12,2025-01-13,32.58,90.87,3,60,vidutinis
31,13,2025-01-14,20.14,94.15,1,60,vidutinis
31,14,2025-01-15,36.92,91.34,2,60,lengvas
31,15,2025-01-16,17.5,95.29,0,60,lengvas
31,16,2025-01-17,30.28,94.14,2,60,vidutinis
31,17,2025-01-18,30.33,96.48,0,60,sunkus
31,18,2025-01-19,28.0,90.84,3,60,sunkus
31,19,2025-01-20,34.99,90.34,1,60,sunkus
31,20,2025-01-21,29.5,96.08,0,60,vidutinis
31,21,2025-01-22,27.08,92.25,3,60,sunkus
31,22,2025-01-23,25.19,92.74,2,60,sunkus
31,23,2025-01-24,25.86,91.84,1,60,sunkus
31,24,2025-01-25,30.65,92.48,1,60,vidutinis
31,25,2025-01-26,25.73,92.58,1,60,sunkus
31,26,2025-01-27,29.35,91.11,1,60,vidutinis
31,27,2025-01-28,33.18,93.67,1,60,sunkus
31,28,2025-01-29,31.06,90.15,1,60,lengvas
31,29,2025-01-30,28.29,94.18,1,60,sunkus
31,30,2025-01-31,32.56,88.9,4,60,lengvas
32,1,2025-01-02,31.61,93.12,3,60,vidutinis
32,2,2025-01-03,37.41,88.58,2,60,sunkus
32,3,2025-01-04,42.75,88.03,2,60,vidutinis
32,4,2025-01-05,34.45,89.65,3,60,vidutinis
32,5,2025-01-06,34.26,91.73,2,60,vidutinis
32,6,2025-01-07,32.11,94.38,3,60,vidutinis
32,7,2025-01-08,34.09,90.7,1,60,vidutinis
32,8,2025-01-09,36.97,89.26,2,60,sunkus
32,9,2025-01-10,45.72,86.76,3,60,vidutinis
32,10,2025-01-11,35.55,88.99,3,60,vidutinis
32,11,2025-01-12,33.63,91.42,3,60,sunkus
32,12,2025-01-13,39.17,90.67,3,60,lengvas
32,13,2025-01-14,28.03,93.84,1,60,sunkus
32,14,2025-01-15,31.01,91.64,1,60,vidutinis
32,15,2025-01-16,31.31,89.17,4,60,lengvas
32,16,2025-01-17,37.28,89.82,4,60,vidutinis
32,17,2025-01-18,40.64,89.1,3,60,lengvas
32,18,2025-01-19,32.73,89.4,2,60,lengvas
32,19,2025-01-20,23.34,90.56,2,60,sunkus
32,20,2025-01-21,37.51,89.52,3,60,vidutinis
32,21,2025-01-22,37.24,90.13,3,60,sunkus
32,22,2025-01-23,36.41,91.43,2,60,lengvas
32,23,2025-01-24,33.65,92.48,2,60,sunkus
32,24,2025-01-25,36.74,91.38,3,60,lengvas
32,25,2025-01-26,35.89,89.41,3,60,vidutinis
32,26,2025-01-27,39.83,92.28,1,60,vidutinis
32,27,2025-01-28,40.55,90.01,3,60,sunkus
32,28,2025-01-29,30.24,89.56,3,60,sunkus
32,29,2025-01-30,29.67,94.83,3,60,lengvas
32,30,2025-01-31,36.31,92.92,2,60,lengvas
33,1,2025-01-02,40.13,88.8,4,60,lengvas
33,2,2025-01-03,51.85,89.85,2,60,vidutinis
33,3,2025-01-04,45.17,87.44,4,60,sunkus
33,4,2025-01-05,50.64,86.75,2,60,sunkus
33,5,2025-01-06,49.88,90.66,1,60,sunkus
33,6,2025-01-07,48.61,89.02,2,60,lengvas
33,7,2025-01-08,54.2,89.67,3,60,sunkus
33,8,2025-01-09,59.01,85.22,3,60,vidutinis
33,9,2025-01-10,44.99,89.68,3,60,vidutinis
33,10,2025-01-11,56.99,85.53,4,60,vidutinis
33,11,2025-01-12,60.99,87.75,3,60,vidutinis
33,12,2025-01-13,62.89,84.59,5,60,sunkus
33,13,2025-01-14,53.57,88.67,3,60,lengvas
33,14,2025-01-15,50.31,89.22,4,60,lengvas
33,15,2025-01-16,61.01,82.34,3,60,sunkus
33,16,2025-01-17,51.88,90.53,2,60,vidutinis
33,17,2025-01-18,51.67,86.04,3,60,lengvas
33,18,2025-01-19,55.94,84.96,5,60,vidutinis
33,19,2025-01-20,54.18,88.29,3,60,lengvas
33,20,2025-01-21,67.69,85.81,3,60,vidutinis
33,21,2025-01-22,51.12,90.7,3,60,sunkus
33,22,2025-01-23,58.76,88.72,4,60,vidutinis
33,23,2025-01-24,67.04,83.89,4,60,lengvas
